Sequence 1,Sequence 2,LCS Value,Time (s)
Seq59,Seq49,1355,1.8942
Seq59,Seq62,1267,1.22103
Seq59,Seq64,1288,1.23665
Seq59,Seq63,2,1.31966
Seq59,Seq65,1268,1.22543
Seq59,Seq66,1271,1.22479
Seq59,Seq67,1282,1.22432
Seq59,Seq68,1285,1.2329
Seq59,Seq69,0,1.32853
Seq59,Seq74,1259,1.21134
Seq59,Seq72,1288,1.2342
Seq59,Seq76,1261,1.21849
Seq59,Seq73,1281,1.22834
Seq59,Seq78,1206,1.15895
Seq59,Seq75,0,1.27995
Seq59,Seq70,0,1.34418
Seq59,Seq71,0,1.35116
Seq59,Seq77,0,1.26519
Seq59,Seq79,1279,1.23494
Seq59,Seq80,1270,1.22285
Seq59,Seq81,1296,1.25305
Seq59,Seq82,1278,1.23259
Seq59,Seq83,1283,1.23428
Seq59,Seq84,0,1.32293
Seq59,Seq88,1285,1.24571
Seq59,Seq85,2,1.34015
Seq59,Seq86,0,1.33588
Seq59,Seq87,0,1.3484
Seq59,Seq92,0,1.2776
Seq59,Seq89,0,1.34737
Seq59,Seq90,0,1.34917
Seq59,Seq94,0,1.28053
Seq59,Seq91,0,1.34272
Seq59,Seq93,0,1.32258
Seq59,Seq95,0,1.26947
Seq59,Seq96,0,1.34054
Seq59,Seq105,0,0.59253
Seq59,Seq106,0,0.61199
Seq59,Seq107,0,0.60936
Seq59,Seq108,0,0.61421
Seq59,Seq104,0,0.75538
Seq59,Seq97,0,1.33744
Seq59,Seq110,0,0.71571
Seq59,Seq109,0,0.73115
Seq59,Seq98,0,1.3363
Seq59,Seq111,0,0.75036
Seq59,Seq99,0,1.32858
Seq59,Seq112,0,0.7062
Seq59,Seq124,0,0.15022
Seq59,Seq100,0,1.32975
Seq59,Seq101,0,1.32219
Seq59,Seq102,0,1.28422
Seq59,Seq114,0,0.64074
Seq59,Seq125,0,0.15033
Seq59,Seq115,0,0.63552
Seq59,Seq126,0,0.15193
Seq59,Seq103,0,1.33651
Seq59,Seq113,0,0.74286
Seq59,Seq116,0,0.68422
Seq59,Seq127,0,0.15053
Seq59,Seq128,0,0.15029
Seq59,Seq118,0,0.67142
Seq59,Seq117,0,0.70599
Seq59,Seq120,0,0.66794
Seq59,Seq119,0,0.68574
Seq59,Seq123,0,0.60442
Seq59,Seq121,0,0.74809
Seq59,Seq122,0,0.7535
Seq59,Seq130,0,0.59304
Seq59,Seq131,0,0.60989
Seq59,Seq132,0,0.61174
Seq59,Seq133,0,0.61638
Seq59,Seq129,0,0.75578
Seq59,Seq135,0,0.71377
Seq59,Seq134,0,0.74105
Seq59,Seq137,0,0.70719
Seq59,Seq140,0,0.63592
Seq59,Seq139,0,0.64292
Seq59,Seq136,0,0.74784
Seq59,Seq141,0,0.67725
Seq59,Seq138,0,0.73704
Seq59,Seq142,0,0.70614
Seq59,Seq143,0,0.67807
Seq59,Seq155,0,0.1497
Seq59,Seq144,0,0.67495
Seq59,Seq145,0,0.66947
Seq59,Seq148,0,0.60492
Seq59,Seq146,0,0.74946
Seq59,Seq147,0,0.75215
Seq59,Seq149,0,0.67921
Seq59,Seq154,0,0.60511
Seq59,Seq152,0,0.64326
Seq59,Seq153,0,0.63475
Seq59,Seq156,0,0.59695
Seq59,Seq150,0,0.70377
Seq59,Seq151,0,0.71483
Seq59,Seq162,0,0.43454
Seq59,Seq163,0,0.43484
Seq59,Seq164,0,0.4338
Seq59,Seq158,0,0.8314
Seq59,Seq159,2,0.83047
Seq59,Seq160,0,0.84146
Seq59,Seq166,0,0.43231
Seq59,Seq161,0,0.83269
Seq59,Seq167,0,0.43445
Seq59,Seq170,0,0.43297
Seq59,Seq168,0,0.46704
Seq59,Seq171,0,0.42948
Seq59,Seq172,0,0.43294
Seq59,Seq174,0,0.43428
Seq59,Seq173,0,0.47129
Seq59,Seq175,0,0.43062
Seq59,Seq165,0,0.85519
Seq59,Seq157,0,1.3596
Seq59,Seq177,0,0.45243
Seq59,Seq178,0,0.45376
Seq59,Seq179,0,0.45282
Seq59,Seq180,0,0.45351
Seq59,Seq181,0,0.45447
Seq59,Seq176,0,0.83175
Seq59,Seq169,0,1.28568
Seq60,Seq3,1346,1.30496
Seq60,Seq2,1351,1.31377
Seq60,Seq1,1355,1.35382
Seq60,Seq4,1347,1.30428
Seq60,Seq5,1334,1.30502
Seq60,Seq9,1249,1.18538
Seq60,Seq6,1332,1.31062
Seq60,Seq11,1263,1.24219
Seq60,Seq8,1362,1.3101
Seq60,Seq12,1310,1.29376
Seq60,Seq13,1307,1.29176
Seq60,Seq14,1297,1.29825
Seq60,Seq10,1353,1.35428
Seq60,Seq7,0,1.65233
Seq60,Seq15,1354,1.33658
Seq60,Seq16,1393,1.2732
Seq60,Seq21,1196,1.16403
Seq60,Seq20,1360,1.34008
Seq60,Seq23,1191,1.16941
Seq60,Seq22,1237,1.22511
Seq60,Seq24,1235,1.22309
Seq60,Seq25,1233,1.21482
Seq60,Seq26,1391,1.27406
Seq60,Seq27,1399,1.28095
Seq60,Seq29,1366,1.30774
Seq60,Seq28,1353,1.35514
Seq60,Seq18,1356,1.76909
Seq60,Seq17,1372,1.79221
Seq60,Seq19,1360,1.7985
Seq60,Seq30,1222,1.31553
Seq60,Seq32,1313,1.23238
Seq60,Seq31,1352,1.31189
Seq60,Seq33,1219,1.14561
Seq60,Seq35,1264,1.22863
Seq60,Seq34,1331,1.34945
Seq60,Seq36,1366,1.29134
Seq60,Seq37,1331,1.27433
Seq60,Seq38,1322,1.27959
Seq60,Seq39,1324,1.27855
Seq60,Seq40,1326,1.27776
Seq60,Seq41,1331,1.27397
Seq60,Seq44,1290,1.23162
Seq60,Seq42,1305,1.27818
Seq60,Seq43,1295,1.27971
Seq60,Seq45,1282,1.24415
Seq60,Seq46,1285,1.22933
Seq60,Seq47,1246,1.21777
Seq60,Seq48,1234,1.20716
Seq60,Seq50,1232,1.20591
Seq60,Seq51,1238,1.21532
Seq60,Seq52,1347,1.30394
Seq60,Seq53,1356,1.33739
Seq60,Seq54,1363,1.36543
Seq60,Seq56,1324,1.29806
Seq60,Seq57,1280,1.27636
Seq60,Seq61,1288,1.25806
Seq60,Seq58,1404,1.30346
Seq60,Seq59,1459,1.29905
Seq60,Seq55,1338,1.41704
Seq60,Seq60,1469,1.28768
Seq60,Seq49,1355,1.89493
Seq60,Seq62,1264,1.21787
Seq60,Seq64,1285,1.23238
Seq60,Seq63,2,1.31927
Seq60,Seq65,1264,1.22053
Seq60,Seq66,1267,1.22486
Seq60,Seq67,1279,1.22413
Seq60,Seq68,1282,1.22823
Seq60,Seq69,0,1.33235
Seq60,Seq74,1254,1.21473
Seq60,Seq73,1277,1.22809
Seq60,Seq72,1284,1.23523
Seq60,Seq76,1257,1.21973
Seq60,Seq78,1202,1.159
Seq60,Seq70,0,1.34718
Seq60,Seq71,0,1.33108
Seq60,Seq75,0,1.28132
Seq60,Seq77,0,1.26583
Seq60,Seq79,1274,1.23169
Seq60,Seq80,1266,1.22829
Seq60,Seq81,1293,1.24992
Seq60,Seq82,1274,1.23258
Seq60,Seq83,1277,1.23502
Seq60,Seq84,0,1.31722
Seq60,Seq88,1280,1.27171
Seq60,Seq85,2,1.33758
Seq60,Seq92,0,1.27652
Seq60,Seq86,0,1.33558
Seq60,Seq87,0,1.34385
Seq60,Seq89,0,1.34988
Seq60,Seq91,0,1.34084
Seq60,Seq90,0,1.34914
Seq60,Seq93,0,1.30763
Seq60,Seq94,0,1.28143
Seq60,Seq95,0,1.27141
Seq60,Seq96,0,1.34203
Seq60,Seq105,0,0.59166
Seq60,Seq106,0,0.61011
Seq60,Seq107,0,0.61224
Seq60,Seq108,0,0.61562
Seq60,Seq104,0,0.75461
Seq60,Seq109,0,0.72889
Seq60,Seq97,0,1.33499
Seq60,Seq110,0,0.7135
Seq60,Seq98,0,1.33275
Seq60,Seq111,0,0.74952
Seq60,Seq112,0,0.7051
Seq60,Seq99,0,1.3344
Seq60,Seq124,0,0.15034
Seq60,Seq100,0,1.32317
Seq60,Seq125,0,0.15024
Seq60,Seq102,0,1.28825
Seq60,Seq126,0,0.15019
Seq60,Seq114,0,0.64232
Seq60,Seq101,0,1.34579
Seq60,Seq115,0,0.63802
Seq60,Seq103,0,1.33678
Seq60,Seq116,0,0.67707
Seq60,Seq113,0,0.73473
Seq60,Seq127,0,0.15015
Seq60,Seq128,0,0.15059
Seq60,Seq119,0,0.6733
Seq60,Seq118,0,0.67853
Seq60,Seq117,0,0.70628
Seq60,Seq120,0,0.67054
Seq60,Seq123,0,0.60599
Seq60,Seq121,0,0.7534
Seq60,Seq122,0,0.74727
Seq60,Seq130,0,0.59339
Seq60,Seq132,0,0.61197
Seq60,Seq131,0,0.63022
Seq60,Seq133,0,0.61749
Seq60,Seq129,0,0.7534
Seq60,Seq135,0,0.71261
Seq60,Seq134,0,0.73314
Seq60,Seq140,0,0.63557
Seq60,Seq139,0,0.64231
Seq60,Seq137,0,0.70774
Seq60,Seq141,0,0.67751
Seq60,Seq136,0,0.74909
Seq60,Seq138,0,0.73628
Seq60,Seq142,0,0.70777
Seq60,Seq143,0,0.67903
Seq60,Seq155,0,0.15119
Seq60,Seq144,0,0.66998
Seq60,Seq145,0,0.67107
Seq60,Seq148,0,0.61052
Seq60,Seq146,0,0.75317
Seq60,Seq147,0,0.75081
Seq60,Seq149,0,0.6786
Seq60,Seq154,0,0.61118
Seq60,Seq153,0,0.63226
Seq60,Seq156,0,0.57606
Seq60,Seq152,0,0.6431
Seq60,Seq150,0,0.70462
Seq60,Seq151,0,0.71384
Seq60,Seq162,0,0.43503
Seq60,Seq163,0,0.43323
Seq60,Seq158,0,0.82427
Seq60,Seq164,0,0.4369
Seq60,Seq159,2,0.83274
Seq60,Seq160,0,0.84321
Seq60,Seq161,0,0.83031
Seq60,Seq166,0,0.4334
Seq60,Seq167,0,0.43508
Seq60,Seq170,0,0.43324
Seq60,Seq168,0,0.46871
Seq60,Seq171,0,0.43752
Seq60,Seq172,0,0.43343
Seq60,Seq174,0,0.43328
Seq60,Seq173,0,0.47207
Seq60,Seq175,0,0.43227
Seq60,Seq165,0,0.86978
Seq60,Seq157,0,1.3577
Seq60,Seq177,0,0.45375
Seq60,Seq178,0,0.45062
Seq60,Seq180,0,0.45038
Seq60,Seq179,0,0.45148
Seq60,Seq181,0,0.4554
Seq60,Seq176,0,0.83099
Seq60,Seq169,0,1.28803
Seq61,Seq3,1390,1.25121
Seq61,Seq1,1302,1.28468
Seq61,Seq2,1308,1.25825
Seq61,Seq4,1391,1.24893
Seq61,Seq5,1311,1.25222
Seq61,Seq9,1209,1.1337
Seq61,Seq6,1340,1.2506
Seq61,Seq11,1303,1.18613
Seq61,Seq8,1327,1.24598
Seq61,Seq13,1314,1.23411
Seq61,Seq12,1319,1.23446
Seq61,Seq10,1302,1.30069
Seq61,Seq14,1315,1.25543
Seq61,Seq7,0,1.58171
Seq61,Seq15,1313,1.28393
Seq61,Seq16,1294,1.22027
Seq61,Seq20,1338,1.28281
Seq61,Seq21,1242,1.11423
Seq61,Seq23,1236,1.11702
Seq61,Seq22,1255,1.17228
Seq61,Seq24,1255,1.17412
Seq61,Seq25,1280,1.18375
Seq61,Seq26,1294,1.21966
Seq61,Seq27,1295,1.22313
Seq61,Seq29,1293,1.2576
Seq61,Seq18,1294,1.69528
Seq61,Seq19,1291,1.70007
Seq61,Seq17,1298,1.70727
Seq61,Seq28,1300,1.29919
Seq61,Seq30,1169,1.25617
Seq61,Seq32,1312,1.18164
Seq61,Seq31,1297,1.26482
Seq61,Seq33,1243,1.09796
Seq61,Seq35,1283,1.17737
Seq61,Seq36,1337,1.23173
Seq61,Seq34,1329,1.29052
Seq61,Seq37,1321,1.22247
Seq61,Seq38,1327,1.2372
Seq61,Seq39,1321,1.22457
Seq61,Seq40,1327,1.21968
Seq61,Seq44,1375,1.17868
Seq61,Seq45,1393,1.17215
Seq61,Seq41,1322,1.22384
Seq61,Seq42,1322,1.22427
Seq61,Seq43,1312,1.22506
Seq61,Seq46,1392,1.1748
Seq61,Seq47,1285,1.17129
Seq61,Seq48,1282,1.16024
Seq61,Seq50,1280,1.15474
Seq61,Seq51,1286,1.16581
Seq61,Seq52,1391,1.24603
Seq61,Seq53,1340,1.28155
Seq61,Seq56,1293,1.23644
Seq61,Seq54,1304,1.32409
Seq61,Seq57,1294,1.22174
Seq61,Seq61,1408,1.18039
Seq61,Seq59,1291,1.23762
Seq61,Seq58,1293,1.25539
Seq61,Seq60,1288,1.23397
Seq61,Seq55,1333,1.3574
Seq61,Seq49,1333,1.81552
Seq61,Seq62,1313,1.16461
Seq61,Seq64,1388,1.1829
Seq61,Seq63,2,1.26274
Seq61,Seq65,1317,1.17405
Seq61,Seq66,1321,1.17497
Seq61,Seq67,1389,1.17201
Seq61,Seq68,1400,1.17617
Seq61,Seq72,1332,1.18953
Seq61,Seq74,1306,1.15891
Seq61,Seq69,0,1.26538
Seq61,Seq73,1325,1.17654
Seq61,Seq76,1317,1.16054
Seq61,Seq78,1249,1.10744
Seq61,Seq75,0,1.2292
Seq61,Seq70,0,1.30677
Seq61,Seq71,0,1.28353
Seq61,Seq77,0,1.21162
Seq61,Seq79,1305,1.16805
Seq61,Seq80,1319,1.1711
Seq61,Seq81,1307,1.1952
Seq61,Seq82,1327,1.1855
Seq61,Seq83,1305,1.18416
Seq61,Seq84,0,1.26222
Seq61,Seq88,1332,1.19748
Seq61,Seq85,2,1.27394
Seq61,Seq86,0,1.27999
Seq61,Seq87,0,1.28659
Seq61,Seq92,0,1.23986
Seq61,Seq89,0,1.29225
Seq61,Seq93,0,1.2507
Seq61,Seq90,0,1.28753
Seq61,Seq94,0,1.22905
Seq61,Seq91,0,1.2887
Seq61,Seq95,0,1.22507
Seq61,Seq96,0,1.28716
Seq61,Seq105,0,0.5697
Seq61,Seq106,0,0.58357
Seq61,Seq107,0,0.58589
Seq61,Seq108,0,0.58806
Seq61,Seq104,0,0.72324
Seq61,Seq109,0,0.7018
Seq61,Seq97,0,1.28146
Seq61,Seq110,0,0.6846
Seq61,Seq98,0,1.27902
Seq61,Seq111,0,0.71985
Seq61,Seq99,0,1.28306
Seq61,Seq112,0,0.67701
Seq61,Seq124,0,0.14432
Seq61,Seq100,0,1.27221
Seq61,Seq101,0,1.27933
Seq61,Seq102,0,1.23866
Seq61,Seq125,0,0.14442
Seq61,Seq114,0,0.61555
Seq61,Seq115,0,0.6096
Seq61,Seq126,0,0.14408
Seq61,Seq103,0,1.28335
Seq61,Seq116,0,0.64767
Seq61,Seq113,0,0.69824
Seq61,Seq127,0,0.14468
Seq61,Seq128,0,0.14377
Seq61,Seq120,0,0.64446
Seq61,Seq119,0,0.64716
Seq61,Seq118,0,0.65075
Seq61,Seq117,0,0.67884
Seq61,Seq123,0,0.58055
Seq61,Seq121,0,0.71853
Seq61,Seq122,0,0.7227
Seq61,Seq130,0,0.56885
Seq61,Seq131,0,0.58476
Seq61,Seq132,0,0.5842
Seq61,Seq133,0,0.59053
Seq61,Seq129,0,0.72413
Seq61,Seq135,0,0.68274
Seq61,Seq134,0,0.70014
Seq61,Seq140,0,0.60988
Seq61,Seq139,0,0.62089
Seq61,Seq137,0,0.69822
Seq61,Seq141,0,0.65115
Seq61,Seq136,0,0.72088
Seq61,Seq138,0,0.70798
Seq61,Seq142,0,0.67755
Seq61,Seq143,0,0.65028
Seq61,Seq155,0,0.1444
Seq61,Seq144,0,0.64209
Seq61,Seq145,0,0.64287
Seq61,Seq148,0,0.57973
Seq61,Seq146,0,0.71782
Seq61,Seq147,0,0.71822
Seq61,Seq149,0,0.65023
Seq61,Seq156,0,0.55643
Seq61,Seq152,0,0.61565
Seq61,Seq153,0,0.60944
Seq61,Seq154,0,0.57961
Seq61,Seq150,0,0.67629
Seq61,Seq151,0,0.68054
Seq61,Seq163,0,0.41552
Seq61,Seq162,0,0.41697
Seq61,Seq164,0,0.41495
Seq61,Seq158,0,0.79465
Seq61,Seq159,2,0.79601
Seq61,Seq160,0,0.80703
Seq61,Seq166,0,0.41598
Seq61,Seq167,0,0.41672
Seq61,Seq161,0,0.79703
Seq61,Seq170,0,0.43341
Seq61,Seq171,0,0.41605
Seq61,Seq172,0,0.41492
Seq61,Seq168,0,0.4481
Seq61,Seq174,0,0.41517
Seq61,Seq173,0,0.4516
Seq61,Seq175,0,0.41594
Seq61,Seq165,0,0.81726
Seq61,Seq157,0,1.30204
Seq61,Seq177,0,0.43192
Seq61,Seq178,0,0.43176
Seq61,Seq179,0,0.43265
Seq61,Seq180,0,0.43329
Seq61,Seq181,0,0.43299
Seq61,Seq176,0,0.79246
Seq61,Seq169,0,1.2363
Seq62,Seq3,1320,1.23404
Seq62,Seq4,1323,1.23468
Seq62,Seq2,1288,1.24597
Seq62,Seq1,1283,1.27044
Seq62,Seq5,1308,1.23938
Seq62,Seq6,1354,1.23321
Seq62,Seq9,1209,1.12799
Seq62,Seq8,1303,1.22904
Seq62,Seq11,1287,1.18259
Seq62,Seq12,1295,1.22263
Seq62,Seq13,1292,1.22222
Seq62,Seq10,1287,1.28071
Seq62,Seq14,1291,1.23541
Seq62,Seq7,0,1.56571
Seq62,Seq15,1288,1.26586
Seq62,Seq16,1267,1.20556
Seq62,Seq21,1230,1.10285
Seq62,Seq20,1311,1.29055
Seq62,Seq23,1228,1.10706
Seq62,Seq22,1240,1.15902
Seq62,Seq24,1239,1.15741
Seq62,Seq25,1269,1.14771
Seq62,Seq26,1265,1.20729
Seq62,Seq27,1264,1.2129
Seq62,Seq29,1271,1.24262
Seq62,Seq18,1285,1.67926
Seq62,Seq19,1282,1.68032
Seq62,Seq17,1285,1.68749
Seq62,Seq28,1270,1.2845
Seq62,Seq30,1160,1.24794
Seq62,Seq32,1303,1.167
Seq62,Seq31,1269,1.2415
Seq62,Seq33,1224,1.08542
Seq62,Seq35,1284,1.16374
Seq62,Seq34,1299,1.28132
Seq62,Seq36,1302,1.2173
Seq62,Seq37,1295,1.20637
Seq62,Seq38,1293,1.20369
Seq62,Seq39,1296,1.23552
Seq62,Seq40,1293,1.21027
Seq62,Seq45,1313,1.16407
Seq62,Seq44,1320,1.16626
Seq62,Seq41,1297,1.21079
Seq62,Seq42,1296,1.21084
Seq62,Seq43,1290,1.21021
Seq62,Seq46,1313,1.16434
Seq62,Seq47,1280,1.1561
Seq62,Seq48,1277,1.1423
Seq62,Seq50,1274,1.14202
Seq62,Seq51,1280,1.15475
Seq62,Seq52,1323,1.23079
Seq62,Seq53,1315,1.26561
Seq62,Seq54,1282,1.28422
Seq62,Seq56,1277,1.22661
Seq62,Seq61,1313,1.16558
Seq62,Seq57,1281,1.20808
Seq62,Seq59,1267,1.22788
Seq62,Seq58,1275,1.24278
Seq62,Seq60,1264,1.22193
Seq62,Seq55,1302,1.34331
Seq62,Seq49,1313,1.80248
Seq62,Seq62,1392,1.15312
Seq62,Seq64,1312,1.16592
Seq62,Seq63,2,1.24745
Seq62,Seq65,1340,1.17525
Seq62,Seq66,1343,1.16586
Seq62,Seq67,1317,1.15819
Seq62,Seq68,1311,1.15855
Seq62,Seq69,0,1.25673
Seq62,Seq72,1357,1.17629
Seq62,Seq74,1342,1.14564
Seq62,Seq73,1358,1.16434
Seq62,Seq78,1294,1.10225
Seq62,Seq76,1346,1.14824
Seq62,Seq70,0,1.27278
Seq62,Seq71,0,1.2604
Seq62,Seq75,0,1.21402
Seq62,Seq77,0,1.19841
Seq62,Seq79,1296,1.16704
Seq62,Seq80,1356,1.15646
Seq62,Seq81,1303,1.1813
Seq62,Seq82,1357,1.17246
Seq62,Seq83,1301,1.17106
Seq62,Seq84,0,1.26631
Seq62,Seq88,1350,1.17856
Seq62,Seq85,2,1.26075
Seq62,Seq86,0,1.26239
Seq62,Seq87,0,1.27476
Seq62,Seq92,0,1.20824
Seq62,Seq93,0,1.23374
Seq62,Seq89,0,1.27409
Seq62,Seq90,0,1.27788
Seq62,Seq91,0,1.27324
Seq62,Seq94,0,1.21245
Seq62,Seq95,0,1.20572
Seq62,Seq96,0,1.27147
Seq62,Seq105,0,0.57678
Seq62,Seq106,0,0.57105
Seq62,Seq107,0,0.57761
Seq62,Seq108,0,0.58363
Seq62,Seq104,0,0.71949
Seq62,Seq97,0,1.26225
Seq62,Seq109,0,0.69735
Seq62,Seq110,0,0.67552
Seq62,Seq111,0,0.70788
Seq62,Seq98,0,1.28594
Seq62,Seq112,0,0.66739
Seq62,Seq99,0,1.26603
Seq62,Seq124,0,0.14224
Seq62,Seq100,0,1.27683
Seq62,Seq102,0,1.21623
Seq62,Seq101,0,1.25975
Seq62,Seq125,0,0.14212
Seq62,Seq114,0,0.60884
Seq62,Seq115,0,0.60066
Seq62,Seq103,0,1.25969
Seq62,Seq126,0,0.14233
Seq62,Seq116,0,0.64363
Seq62,Seq113,0,0.69747
Seq62,Seq127,0,0.14263
Seq62,Seq128,0,0.14331
Seq62,Seq118,0,0.6432
Seq62,Seq117,0,0.66938
Seq62,Seq120,0,0.63205
Seq62,Seq119,0,0.63858
Seq62,Seq123,0,0.57391
Seq62,Seq121,0,0.71656
Seq62,Seq122,0,0.71027
Seq62,Seq130,0,0.56282
Seq62,Seq131,0,0.57925
Seq62,Seq132,0,0.57562
Seq62,Seq133,0,0.5838
Seq62,Seq129,0,0.71433
Seq62,Seq135,0,0.67411
Seq62,Seq134,0,0.69745
Seq62,Seq140,0,0.59663
Seq62,Seq137,0,0.67085
Seq62,Seq139,0,0.60608
Seq62,Seq136,0,0.70876
Seq62,Seq141,0,0.64454
Seq62,Seq138,0,0.69914
Seq62,Seq142,0,0.67022
Seq62,Seq155,0,0.14261
Seq62,Seq143,0,0.64238
Seq62,Seq144,0,0.64184
Seq62,Seq148,0,0.59322
Seq62,Seq145,0,0.64888
Seq62,Seq146,0,0.71002
Seq62,Seq147,0,0.71452
Seq62,Seq154,0,0.55706
Seq62,Seq149,0,0.64117
Seq62,Seq156,0,0.5397
Seq62,Seq153,0,0.60497
Seq62,Seq152,0,0.60596
Seq62,Seq150,0,0.67044
Seq62,Seq151,0,0.67786
Seq62,Seq162,0,0.411
Seq62,Seq163,0,0.41054
Seq62,Seq164,0,0.41027
Seq62,Seq158,0,0.78775
Seq62,Seq159,2,0.78576
Seq62,Seq166,0,0.41074
Seq62,Seq167,0,0.41038
Seq62,Seq161,0,0.78567
Seq62,Seq160,0,0.79891
Seq62,Seq170,0,0.40978
Seq62,Seq168,0,0.44381
Seq62,Seq171,0,0.40949
Seq62,Seq172,0,0.41102
Seq62,Seq174,0,0.4098
Seq62,Seq173,0,0.44552
Seq62,Seq165,0,0.81016
Seq62,Seq175,0,0.4176
Seq62,Seq177,0,0.41705
Seq62,Seq157,0,1.28994
Seq62,Seq178,0,0.43006
Seq62,Seq179,0,0.42987
Seq62,Seq180,0,0.43019
Seq62,Seq181,0,0.42934
Seq62,Seq176,0,0.79113
Seq62,Seq169,0,1.21722
Seq63,Seq2,2,1.34419
Seq63,Seq3,2,1.33844
Seq63,Seq1,2,1.37732
Seq63,Seq4,2,1.32696
Seq63,Seq9,2,1.2183
Seq63,Seq5,2,1.33962
Seq63,Seq6,2,1.34155
Seq63,Seq8,2,1.33453
Seq63,Seq11,2,1.28443
Seq63,Seq12,2,1.32908
Seq63,Seq13,2,1.32499
Seq63,Seq14,2,1.33118
Seq63,Seq10,2,1.40126
Seq63,Seq7,1276,1.44196
Seq63,Seq15,2,1.36945
Seq63,Seq16,2,1.30923
Seq63,Seq20,2,1.37801
Seq63,Seq21,2,1.19663
Seq63,Seq23,2,1.22432
Seq63,Seq22,2,1.25834
Seq63,Seq25,2,1.24367
Seq63,Seq24,2,1.25782
Seq63,Seq26,2,1.30737
Seq63,Seq27,2,1.30732
Seq63,Seq29,2,1.34115
Seq63,Seq30,2,1.34309
Seq63,Seq28,2,1.38903
Seq63,Seq18,2,1.81158
Seq63,Seq19,2,1.81499
Seq63,Seq17,2,1.8327
Seq63,Seq32,2,1.27297
Seq63,Seq31,2,1.34383
Seq63,Seq33,2,1.18414
Seq63,Seq35,2,1.28229
Seq63,Seq34,2,1.38575
Seq63,Seq36,2,1.31409
Seq63,Seq37,2,1.30948
Seq63,Seq38,2,1.30369
Seq63,Seq39,2,1.31768
Seq63,Seq40,2,1.30904
Seq63,Seq41,2,1.30911
Seq63,Seq42,2,1.30986
Seq63,Seq43,2,1.30403
Seq63,Seq44,2,1.26587
Seq63,Seq45,2,1.26474
Seq63,Seq46,2,1.2612
Seq63,Seq47,2,1.25579
Seq63,Seq48,2,1.24055
Seq63,Seq50,2,1.23751
Seq63,Seq51,2,1.2299
Seq63,Seq52,2,1.33996
Seq63,Seq53,2,1.37339
Seq63,Seq54,2,1.40631
Seq63,Seq56,2,1.32199
Seq63,Seq62,2,1.25293
Seq63,Seq61,2,1.26763
Seq63,Seq57,2,1.332
Seq63,Seq58,2,1.33292
Seq63,Seq59,2,1.31888
Seq63,Seq60,2,1.31976
Seq63,Seq63,1385,1.14727
Seq63,Seq55,2,1.44891
Seq63,Seq49,2,1.94259
Seq63,Seq64,2,1.26521
Seq63,Seq65,2,1.25386
Seq63,Seq66,2,1.25577
Seq63,Seq67,2,1.25858
Seq63,Seq69,1328,1.157
Seq63,Seq70,1329,1.17167
Seq63,Seq68,2,1.26003
Seq63,Seq71,1341,1.15907
Seq63,Seq75,1285,1.11659
Seq63,Seq77,1239,1.10359
Seq63,Seq72,2,1.26072
Seq63,Seq78,2,1.19104
Seq63,Seq74,2,1.24073
Seq63,Seq76,2,1.24326
Seq63,Seq73,2,1.27971
Seq63,Seq79,2,1.25688
Seq63,Seq80,2,1.2532
Seq63,Seq81,2,1.27428
Seq63,Seq82,2,1.26339
Seq63,Seq84,1321,1.14401
Seq63,Seq85,1286,1.15391
Seq63,Seq86,1291,1.15622
Seq63,Seq83,2,1.2639
Seq63,Seq87,1282,1.16567
Seq63,Seq89,1282,1.16919
Seq63,Seq92,1241,1.10407
Seq63,Seq93,1312,1.12575
Seq63,Seq94,1247,1.11303
Seq63,Seq88,2,1.26869
Seq63,Seq91,1328,1.16639
Seq63,Seq90,1335,1.17345
Seq63,Seq95,1239,1.10007
Seq63,Seq96,1277,1.15918
Seq63,Seq105,554,0.51133
Seq63,Seq106,564,0.52659
Seq63,Seq108,566,0.52987
Seq63,Seq107,564,0.54457
Seq63,Seq104,636,0.6522
Seq63,Seq110,614,0.61335
Seq63,Seq109,631,0.6313
Seq63,Seq111,639,0.64511
Seq63,Seq112,615,0.60682
Seq63,Seq97,1277,1.15002
Seq63,Seq98,1277,1.15247
Seq63,Seq99,1277,1.15281
Seq63,Seq102,1239,1.10767
Seq63,Seq100,1269,1.14405
Seq63,Seq101,1269,1.14361
Seq63,Seq103,1277,1.15194
Seq63,Seq114,580,0.5512
Seq63,Seq124,177,0.12611
Seq63,Seq115,583,0.54495
Seq63,Seq113,630,0.63575
Seq63,Seq125,177,0.12607
Seq63,Seq116,604,0.58186
Seq63,Seq126,177,0.12428
Seq63,Seq127,177,0.12636
Seq63,Seq128,177,0.12449
Seq63,Seq117,618,0.61117
Seq63,Seq118,599,0.58202
Seq63,Seq119,604,0.57687
Seq63,Seq120,604,0.57444
Seq63,Seq123,562,0.51791
Seq63,Seq121,642,0.64435
Seq63,Seq122,641,0.64483
Seq63,Seq130,554,0.50865
Seq63,Seq131,564,0.52395
Seq63,Seq132,564,0.52498
Seq63,Seq133,566,0.52802
Seq63,Seq129,636,0.65054
Seq63,Seq135,614,0.6143
Seq63,Seq139,580,0.54933
Seq63,Seq134,631,0.63041
Seq63,Seq140,583,0.54439
Seq63,Seq137,615,0.60716
Seq63,Seq136,639,0.644
Seq63,Seq138,630,0.63776
Seq63,Seq155,177,0.12601
Seq63,Seq141,604,0.58264
